Image_IDs,Visible_Percent,Ground_Control,Satellite_Azimuth,Date,Time_UTC
20211221_183918_70_2403,97,TRUE,100.2,12/21/2021,39:18.7
20211224_174804_69_2445,52,TRUE,100.6,12/24/2021,48:04.7
20211226_174929_88_2464,98,TRUE,100.5,12/26/2021,49:29.9
20211226_174932_18_2464,99,TRUE,100.5,12/26/2021,49:32.2
20220101_183929_13_2426,94,TRUE,100.5,1/1/2022,39:29.1
20220101_183931_42_2426,100,TRUE,100.5,1/1/2022,39:31.4
20220102_174904_69_241b,100,TRUE,101.3,1/2/2022,49:04.7
20220102_174906_99_241b,100,TRUE,101.1,1/2/2022,49:07.0
20220102_175215_25_2223,100,TRUE,100.7,1/2/2022,52:15.3
20220103_175034_69_2447,100,TRUE,108.5,1/3/2022,50:34.7
20220103_175036_99_2447,100,TRUE,108.4,1/3/2022,50:37.0
20220104_184123_53_2402,100,TRUE,101.6,1/4/2022,41:23.5
20220104_184125_83_2402,100,TRUE,101.4,1/4/2022,41:25.8
20220105_175037_21_2465,97,TRUE,100.2,1/5/2022,50:37.2
20220105_175039_51_2465,100,TRUE,100.2,1/5/2022,50:39.5
20220105_181744_101f,100,TRUE,108.7,1/5/2022,17:44.3
20220105_181745_101f,100,TRUE,108.7,1/5/2022,17:45.3
20220105_182047_72_105c,100,TRUE,102,1/5/2022,20:47.7
20220105_182049_60_105c,100,TRUE,102.1,1/5/2022,20:49.6
20220106_181057_10_2233,100,TRUE,277.6,1/6/2022,10:57.1
20220106_181059_31_2233,100,TRUE,277.5,1/6/2022,10:59.3
20220106_181927_100a,100,TRUE,268.7,1/6/2022,19:27.1
20220106_181928_100a,100,TRUE,268.7,1/6/2022,19:28.1
20220108_175833_68_1067,100,TRUE,84.2,1/8/2022,58:33.7
20220108_175835_68_1067,95,TRUE,84.2,1/8/2022,58:35.7
20220109_174937_06_2451,100,TRUE,101.4,1/9/2022,49:37.1
20220109_174939_36_2451,100,TRUE,101.4,1/9/2022,49:39.4
20220109_175117_78_241f,100,TRUE,176.8,1/9/2022,51:17.8
20220109_175120_08_241f,100,TRUE,174.4,1/9/2022,51:20.1
20220109_182002_1005,100,TRUE,274,1/9/2022,20:02.8
20220109_182003_1005,100,TRUE,274,1/9/2022,20:03.8
20220109_182004_1005,100,TRUE,274.3,1/9/2022,20:04.8
20220111_175153_21_245a,100,TRUE,276.4,1/11/2022,51:53.2
20220111_175155_51_245a,100,TRUE,276.3,1/11/2022,51:55.5
20220111_184233_84_2405,100,TRUE,271.3,1/11/2022,42:33.8
20220111_184236_13_2405,100,TRUE,271.5,1/11/2022,42:36.1
20220112_174940_43_2428,83,TRUE,100.6,1/12/2022,49:40.4
20220112_181929_1003,96,TRUE,275.8,1/12/2022,19:29.7
20220112_181930_1003,100,TRUE,275.8,1/12/2022,19:30.7
20220113_175146_79_2421,80,TRUE,102.1,1/13/2022,51:46.8
20220114_175159_53_2212,100,TRUE,100.8,1/14/2022,51:59.5
20220115_175109_48_2430,59,FALSE,103.9,1/15/2022,51:09.5
20220115_175445_35_220b,78,FALSE,108.1,1/15/2022,54:45.4
20220116_183842_55_2254,61,TRUE,184,1/16/2022,38:42.6
20220118_174837_15_241b,66,TRUE,100.8,1/18/2022,48:37.2
20220119_175117_40_245a,62,TRUE,277.1,1/19/2022,51:17.4
20220119_181903_1003,100,TRUE,275.6,1/19/2022,19:03.4
20220119_181904_1003,61,TRUE,275.6,1/19/2022,19:04.4
20220120_183644_07_2424,100,TRUE,101,1/20/2022,36:44.1
20220120_183646_55_2424,100,TRUE,100.9,1/20/2022,36:46.6
20220121_175105_47_2421,100,TRUE,100.7,1/21/2022,51:05.5
20220121_175107_77_2421,100,TRUE,100.8,1/21/2022,51:07.8
20220121_181742_1008,100,TRUE,103.9,1/21/2022,17:42.7
20220121_181743_1008,100,TRUE,103.9,1/21/2022,17:43.7
20220121_183701_81_2307,100,TRUE,102.8,1/21/2022,37:01.8
20220122_174708_0e26,100,TRUE,100.1,1/22/2022,47:08.0
20220122_174709_0e26,100,TRUE,100.2,1/22/2022,47:09.0
20220122_175202_82_242b,100,TRUE,277.1,1/22/2022,52:02.8
20220122_175205_12_242b,100,TRUE,277,1/22/2022,52:05.1
20220122_184348_66_2402,100,TRUE,277.8,1/22/2022,43:48.7
20220122_184350_95_2402,100,TRUE,277.9,1/22/2022,43:51.0
20220123_175002_08_2430,100,TRUE,101,1/23/2022,50:02.1
20220123_175004_38_2430,100,TRUE,100.9,1/23/2022,50:04.4
20220123_181947_1005,100,TRUE,268.8,1/23/2022,19:47.6
20220123_181948_1005,100,TRUE,269.1,1/23/2022,19:48.6
20220123_183544_52_227b,100,TRUE,101.9,1/23/2022,35:44.5
20220123_183547_00_227b,100,TRUE,101.8,1/23/2022,35:47.0
20220125_174719_15_2451,100,TRUE,100.5,1/25/2022,47:19.2
20220125_174721_45_2451,100,TRUE,100.3,1/25/2022,47:21.5
20220125_182023_1010,100,TRUE,277.1,1/25/2022,20:23.6
20220125_182024_1010,100,TRUE,277.2,1/25/2022,20:24.6
20220125_184005_26_2426,100,TRUE,103.7,1/25/2022,40:05.3
20220125_184007_56_2426,100,TRUE,103.7,1/25/2022,40:07.6
20220126_183851_70_2274,100,TRUE,183.6,1/26/2022,38:51.7
20220127_182007_1011,100,TRUE,276.5,1/27/2022,20:07.7
20220127_182008_1011,100,TRUE,276.5,1/27/2022,20:08.7
20220127_182009_1011,100,TRUE,276.5,1/27/2022,20:09.7
20220128_175005_19_2445,100,TRUE,269.5,1/28/2022,50:05.2
20220128_183924_17_2416,96,TRUE,277.5,1/28/2022,39:24.2
20220130_175352_65_2458,100,TRUE,277.5,1/30/2022,53:52.7
20220130_175354_95_2458,100,TRUE,277.6,1/30/2022,53:55.0
20220201_175005_24_2429,99,TRUE,104.6,2/1/2022,50:05.2
20220201_182331_77_2489,97,TRUE,277.7,2/1/2022,23:31.8
20220201_182334_10_2489,100,TRUE,277.6,2/1/2022,23:34.1
20220201_183926_55_2414,100,TRUE,105.7,2/1/2022,39:26.6
20220201_183928_84_2414,100,TRUE,106.3,2/1/2022,39:28.8
20220203_181756_1011,100,TRUE,101.8,2/3/2022,17:56.7
20220203_181757_1011,100,TRUE,101.8,2/3/2022,17:57.7
20220204_174746_38_245a,100,TRUE,102,2/4/2022,47:46.4
20220204_174748_68_245a,100,TRUE,101.9,2/4/2022,47:48.7
20220204_183811_37_2274,100,TRUE,100.5,2/4/2022,38:11.4
20220204_183813_85_2274,100,TRUE,100.5,2/4/2022,38:13.9
20220204_184332_42_2405,100,TRUE,277.8,2/4/2022,43:32.4
20220204_184334_71_2405,100,TRUE,277.7,2/4/2022,43:34.7
20220205_175117_53_2465,100,TRUE,102.4,2/5/2022,51:17.5
20220206_180021_67_1065,100,TRUE,259.4,2/6/2022,00:21.7
20220206_180023_67_1065,100,TRUE,259.4,2/6/2022,00:23.7
20220207_183750_97_2424,100,TRUE,272.4,2/7/2022,37:51.0
20220207_183753_28_2424,100,TRUE,273,2/7/2022,37:53.3
20220208_182325_15_2486,100,TRUE,277.5,2/8/2022,23:25.2
20220208_182327_48_2486,100,TRUE,277.5,2/8/2022,23:27.5
20220208_182350_96_2490,100,TRUE,278.2,2/8/2022,23:51.0
20220208_182353_29_2490,100,TRUE,278.2,2/8/2022,23:53.3
20220208_182430_64_249e,100,TRUE,278.1,2/8/2022,24:30.6
20220208_182432_97_249e,100,TRUE,278,2/8/2022,24:33.0
20220209_174814_86_2459,100,TRUE,100.8,2/9/2022,48:14.9
20220209_174817_16_2459,100,TRUE,100.7,2/9/2022,48:17.2
20220209_175445_12_245c,100,TRUE,277.7,2/9/2022,54:45.1
20220209_175447_59_245c,100,TRUE,277.7,2/9/2022,54:47.6
20220209_181846_38_24a4,100,TRUE,100.8,2/9/2022,18:46.4
20220209_181848_72_24a4,100,TRUE,100.7,2/9/2022,18:48.7
20220209_182055_63_249a,100,TRUE,101.1,2/9/2022,20:55.6
20220209_182057_95_249a,100,TRUE,101,2/9/2022,20:58.0
20220209_184213_39_2402,100,TRUE,276.4,2/9/2022,42:13.4
20220209_184215_68_2402,100,TRUE,276.3,2/9/2022,42:15.7
20220210_174929_06_2431,100,TRUE,102.9,2/10/2022,49:29.1
20220210_174931_36_2431,100,TRUE,103,2/10/2022,49:31.4
20220210_181643_100c,100,TRUE,103.3,2/10/2022,16:43.2
20220210_181644_100c,100,TRUE,103.2,2/10/2022,16:44.3
20220210_182337_13_2499,100,TRUE,278,2/10/2022,23:37.1
20220210_182339_46_247d,100,TRUE,276.9,2/10/2022,23:39.5
20220210_182339_48_2499,100,TRUE,277.9,2/10/2022,23:39.5
20220210_182341_80_247d,100,TRUE,276.9,2/10/2022,23:41.8
20220210_184234_02_2405,100,TRUE,277.7,2/10/2022,42:34.0
20220211_174811_76_2436,100,TRUE,100.5,2/11/2022,48:11.8
20220211_174814_23_2436,100,TRUE,100.5,2/11/2022,48:14.2
20220213_174847_80_2449,100,TRUE,179.5,2/13/2022,48:47.8
20220214_175109_18_2432,99,TRUE,100.4,2/14/2022,51:09.2
20220214_175111_65_2432,95,TRUE,100.4,2/14/2022,51:11.7
20220214_175556_73_106c,100,TRUE,83,2/14/2022,55:56.7
20220215_175400_00_2430,51,TRUE,277.4,2/15/2022,54:00.0
20220215_183925_58_2416,81,TRUE,277.3,2/15/2022,39:25.6
20220215_183928_06_2416,65,TRUE,277.3,2/15/2022,39:28.1
20220216_182403_22_2475,100,TRUE,278,2/16/2022,24:03.2
20220216_183710_23_2424,100,TRUE,274.7,2/16/2022,37:10.2
20220216_183712_71_2424,100,TRUE,275,2/16/2022,37:12.7
20220217_182346_93_2495,100,TRUE,277.4,2/17/2022,23:46.9
20220217_182349_27_2495,100,TRUE,277.4,2/17/2022,23:49.3
20220218_174952_15_2439,100,TRUE,99.9,2/18/2022,49:52.2
20220218_174954_62_2439,100,TRUE,100.4,2/18/2022,49:54.6
20220218_174955_37_2453,100,TRUE,105.4,2/18/2022,49:55.4
20220218_174957_67_2453,100,TRUE,105.3,2/18/2022,49:57.7
20220219_175206_90_2447,100,TRUE,276.7,2/19/2022,52:06.9
20220219_175209_38_2447,99,TRUE,276.8,2/19/2022,52:09.4
20220219_182154_47_249b,100,TRUE,162,2/19/2022,21:54.5
20220219_182156_82_249b,99,TRUE,162.3,2/19/2022,21:56.8
20220220_181757_1002,100,TRUE,101.1,2/20/2022,17:57.6
20220220_181758_1002,100,TRUE,101.5,2/20/2022,17:58.6
20220221_175212_62_2421,67,TRUE,109.3,2/21/2022,52:12.6
20220221_183854_29_2402,99,TRUE,100.3,2/21/2022,38:54.3
20220221_183856_58_2402,95,TRUE,100.3,2/21/2022,38:56.6
20220223_174929_13_2430,65,TRUE,103.7,2/23/2022,49:29.1
20220223_174931_61_2430,100,TRUE,103.7,2/23/2022,49:31.6
20220224_175136_37_2459,100,TRUE,277.4,2/24/2022,51:36.4
20220224_175138_84_2459,100,TRUE,277.4,2/24/2022,51:38.8
20220224_183733_74_2416,100,TRUE,275.9,2/24/2022,37:33.8
20220225_175155_94_2212,100,TRUE,103,2/25/2022,51:55.9
20220225_175158_01_2212,100,TRUE,103.2,2/25/2022,51:58.0
20220225_175217_03_241d,100,TRUE,277.1,2/25/2022,52:17.0
20220225_183921_13_240c,100,TRUE,272.4,2/25/2022,39:21.1
20220225_183923_42_240c,100,TRUE,271.9,2/25/2022,39:23.4
20220226_175001_70_2435,100,TRUE,178.6,2/26/2022,50:01.7
20220226_175004_18_2435,100,TRUE,181.7,2/26/2022,50:04.2
20220226_183740_48_2307,98,TRUE,276.7,2/26/2022,37:40.5
20220227_175309_43_242d,99,TRUE,269.5,2/27/2022,53:09.4
20220227_175522_72_106c,75,TRUE,83.2,2/27/2022,55:22.7
20220227_175524_22_106c,97,TRUE,83.2,2/27/2022,55:24.2
20220228_182140_68_248b,100,TRUE,108.1,2/28/2022,21:40.7
20220301_174945_72_2457,99,TRUE,106.9,3/1/2022,49:45.7
20220301_174948_19_2457,100,TRUE,106.5,3/1/2022,49:48.2
20220302_174959_62_2423,100,TRUE,277.7,3/2/2022,49:59.6
20220302_175001_92_2423,100,TRUE,277.6,3/2/2022,50:01.9
20220302_181729_1005,100,TRUE,100.6,3/2/2022,17:29.4
20220303_174914_24_2434,68,TRUE,100.9,3/3/2022,49:14.2
20220305_183441_77_2416,58,TRUE,103.9,3/5/2022,34:41.8
20220306_181935_1012,100,TRUE,274,3/6/2022,19:35.4
20220306_181936_1012,100,TRUE,274,3/6/2022,19:36.4
20220307_180440_18_2262,100,TRUE,277,3/7/2022,04:40.2
20220307_180442_47_2262,100,TRUE,277.1,3/7/2022,04:42.5
20220308_174805_84_2449,100,TRUE,101.1,3/8/2022,48:05.8
20220308_174808_31_2449,100,TRUE,101.2,3/8/2022,48:08.3
20220308_182104_30_2485,100,TRUE,100.9,3/8/2022,21:04.3
20220308_182106_64_2485,100,TRUE,100.8,3/8/2022,21:06.6
20220309_175117_54_242b,100,TRUE,277.6,3/9/2022,51:17.5
20220309_175120_01_242b,100,TRUE,277.6,3/9/2022,51:20.0
20220310_175239_78_2427,100,TRUE,277.6,3/10/2022,52:39.8
20220310_175242_08_2427,100,TRUE,277.5,3/10/2022,52:42.1
20220310_182022_1040,100,TRUE,276,3/10/2022,20:22.1
20220310_182023_1040,100,TRUE,276,3/10/2022,20:23.1
20220311_174929_0e26,100,TRUE,277.2,3/11/2022,49:29.7
20220311_174930_0e26,100,TRUE,277.3,3/11/2022,49:30.6
20220312_175202_83_241f,100,TRUE,276.1,3/12/2022,52:02.8
20220312_175205_31_241f,100,TRUE,275.9,3/12/2022,52:05.3
20220313_182216_18_24a3,100,TRUE,187.7,3/13/2022,22:16.2
20220313_182218_51_24a3,100,TRUE,185.1,3/13/2022,22:18.5
20220313_182236_83_2492,100,TRUE,276.8,3/13/2022,22:36.8
20220313_182239_17_2492,100,TRUE,276.7,3/13/2022,22:39.2
20220314_182012_79_24a4,95,TRUE,101.2,3/14/2022,20:12.8
20220314_182015_13_24a4,98,TRUE,101,3/14/2022,20:15.1
20220314_182344_28_247b,96,TRUE,180,3/14/2022,23:44.3
20220314_182346_61_247b,96,TRUE,180,3/14/2022,23:46.6
20220315_175309_25_2465,85,TRUE,277.9,3/15/2022,53:09.3
20220315_175311_54_2465,88,TRUE,277.8,3/15/2022,53:11.5
20220315_181856_1003,74,TRUE,276.4,3/15/2022,18:56.5
20220315_181857_1003,61,TRUE,276.5,3/15/2022,18:57.5
20220316_175054_25_2457,99,TRUE,276.6,3/16/2022,50:54.3
20220316_175056_72_2457,100,TRUE,276.6,3/16/2022,50:56.7
20220316_181841_100a,100,TRUE,274,3/16/2022,18:41.2
20220316_181842_100a,100,TRUE,274,3/16/2022,18:42.2
20220317_175041_35_2423,100,TRUE,277.9,3/17/2022,50:41.4
20220317_175043_65_2423,100,TRUE,277.6,3/17/2022,50:43.7
20220317_175125_24_2458,100,TRUE,272.2,3/17/2022,51:25.2
20220317_175127_53_2458,100,TRUE,272.8,3/17/2022,51:27.5
20220317_182026_56_247a,100,TRUE,173.4,3/17/2022,20:26.6
20220318_174742_08_2463,100,TRUE,100.2,3/18/2022,47:42.1
20220318_175510_69_106c,100,TRUE,83.1,3/18/2022,55:10.7
20220318_175512_19_106c,100,TRUE,83.3,3/18/2022,55:12.2
20220318_180049_15_2262,100,TRUE,100.7,3/18/2022,00:49.2
20220318_180051_44_2262,100,TRUE,100.6,3/18/2022,00:51.4
20220319_180432_57_2251,78,TRUE,103.1,3/19/2022,04:32.6
20220319_180434_86_2251,70,TRUE,103.2,3/19/2022,04:34.9
20220320_175051_66_2431,90,TRUE,276.7,3/20/2022,50:51.7
20220320_180357_51_2264,82,TRUE,103.6,3/20/2022,03:57.5
20220320_180359_80_2264,97,TRUE,103.5,3/20/2022,03:59.8
20220321_174702_70_2445,99,TRUE,178.9,3/21/2022,47:02.7
20220321_174705_00_2445,97,TRUE,180.7,3/21/2022,47:05.0
20220322_174909_99_242d,100,TRUE,100.4,3/22/2022,49:10.0
20220322_174912_28_242d,100,TRUE,100.6,3/22/2022,49:12.3
20220322_175327_03_2440,99,TRUE,277.8,3/22/2022,53:27.0
20220322_181941_03_2479,100,TRUE,101.3,3/22/2022,19:41.0
20220322_181943_37_2479,100,TRUE,100.5,3/22/2022,19:43.4
20220323_181759_1035,100,TRUE,271,3/23/2022,17:59.8
20220323_181800_1035,100,TRUE,271,3/23/2022,18:00.8
20220323_181801_1035,100,TRUE,270.3,3/23/2022,18:01.8
20220324_175053_28_242b,100,TRUE,277.5,3/24/2022,50:53.3
20220324_175055_76_242b,100,TRUE,277.6,3/24/2022,50:55.8
20220324_182254_77_248c,100,TRUE,277.7,3/24/2022,22:54.8
20220324_182257_08_248c,100,TRUE,277.8,3/24/2022,22:57.1
20220326_175226_85_2429,100,TRUE,276.9,3/26/2022,52:26.9
20220326_183706_98_227b,100,TRUE,276.1,3/26/2022,37:07.0
20220327_174836_02_245c,100,TRUE,101.2,3/27/2022,48:36.0
20220327_175153_70_241d,100,TRUE,278.2,3/27/2022,51:53.7
20220327_175156_00_241d,100,TRUE,278.3,3/27/2022,51:56.0
20220327_181039_16_222f,100,TRUE,103.8,3/27/2022,10:39.2
20220327_181041_37_222f,65,TRUE,103.5,3/27/2022,10:41.4
20220331_174909_85_2457,67,TRUE,182.3,3/31/2022,49:09.9
20220401_182208_65_2446,100,TRUE,180.2,4/1/2022,22:08.7
20220401_182210_96_2446,100,TRUE,181,4/1/2022,22:11.0
20220401_182237_38_2489,100,TRUE,277.1,4/1/2022,22:37.4
20220401_182239_69_2489,97,TRUE,277,4/1/2022,22:39.7
20220405_174819_51_2448,100,TRUE,100.7,4/5/2022,48:19.5
20220407_174642_17_2449,100,TRUE,102.8,4/7/2022,46:42.2
20220408_174804_35_242b,100,TRUE,101,4/8/2022,48:04.4
20220409_174838_48_2463,100,TRUE,276.5,4/9/2022,48:38.5
20220409_174840_78_2463,100,TRUE,276.6,4/9/2022,48:40.8
20220410_174712_67_2429,100,TRUE,100.6,4/10/2022,47:12.7
20220410_175223_15_241e,100,TRUE,277.7,4/10/2022,52:23.2
20220410_182129_90_249b,100,TRUE,270.4,4/10/2022,21:29.9
20220410_182132_21_249b,100,TRUE,269.9,4/10/2022,21:32.2
20220411_180421_00_2276,100,TRUE,101.7,4/11/2022,04:21.0
20220411_180423_28_2276,100,TRUE,101.8,4/11/2022,04:23.3
20220412_180836_61_2233,100,TRUE,100.8,4/12/2022,08:36.6
20220412_183420_06_227b,100,TRUE,101.3,4/12/2022,34:20.1
20220412_183422_37_227b,100,TRUE,101.2,4/12/2022,34:22.4
20220413_180454_72_2262,100,TRUE,276.4,4/13/2022,04:54.7
20220413_180457_01_2262,100,TRUE,276.2,4/13/2022,04:57.0
20220413_183343_33_240a,100,TRUE,100.9,4/13/2022,33:43.3
20220413_183345_68_240a,100,TRUE,100.9,4/13/2022,33:45.7
20220414_181928_60_2480,100,TRUE,102.6,4/14/2022,19:28.6
20220414_181930_90_2480,100,TRUE,102.5,4/14/2022,19:30.9
20220415_175329_22_1063,100,TRUE,83.1,4/15/2022,53:29.2
20220415_175330_72_1063,100,TRUE,83.2,4/15/2022,53:30.7
20220415_182223_56_2495,100,TRUE,276.2,4/15/2022,22:23.6
20220415_182225_86_2495,100,TRUE,276.3,4/15/2022,22:25.9
20220418_174814_15_241f,91,TRUE,100.3,4/18/2022,48:14.2
20220418_174816_45_241f,100,TRUE,100.3,4/18/2022,48:16.5
20220419_183750_37_2402,100,TRUE,100.4,4/19/2022,37:50.4
20220419_183752_66_2402,100,TRUE,100.4,4/19/2022,37:52.7
20220420_182230_36_2490,100,TRUE,275,4/20/2022,22:30.4
20220423_175109_52_2427,100,TRUE,276.6,4/23/2022,51:09.5
20220423_175111_82_2427,100,TRUE,276.4,4/23/2022,51:11.8
20220425_175017_78_241f,99,TRUE,276.4,4/25/2022,50:17.8
20220425_175020_08_241f,99,TRUE,276.1,4/25/2022,50:20.1
20220426_182041_50_247a,100,TRUE,106.6,4/26/2022,20:41.5
20220426_182043_77_247a,90,TRUE,106.6,4/26/2022,20:43.8
20220430_181938_44_249d,100,TRUE,100.6,4/30/2022,19:38.5
20220430_181940_74_249d,100,TRUE,100.5,4/30/2022,19:40.7
20220430_181952_61_2482,100,TRUE,101.7,4/30/2022,19:52.6
20220430_181954_90_2482,100,TRUE,101.7,4/30/2022,19:54.9
20220501_174809_58_245d,99,TRUE,101.2,5/1/2022,48:09.6
20220501_174811_88_245d,99,TRUE,101.3,5/1/2022,48:11.9
20220502_174414_10_2445,100,TRUE,100.7,5/2/2022,44:14.1
20220502_174416_40_2445,100,TRUE,100.6,5/2/2022,44:16.4
20220502_175122_60_241f,100,TRUE,276.9,5/2/2022,51:22.6
20220502_175124_90_241f,100,TRUE,276.9,5/2/2022,51:24.9
20220503_175059_43_2435,100,TRUE,277.5,5/3/2022,50:59.4
20220503_175101_73_2435,100,TRUE,277.4,5/3/2022,51:01.7
20220503_181933_97_247d,100,TRUE,100.7,5/3/2022,19:34.0
20220503_181936_27_247d,100,TRUE,100.6,5/3/2022,19:36.3
20220504_174553_87_2447,100,TRUE,100.8,5/4/2022,45:53.9
20220504_174556_17_2447,100,TRUE,100.9,5/4/2022,45:56.2
20220504_175238_56_242d,100,TRUE,276.2,5/4/2022,52:38.6
20220504_183923_41_2403,100,TRUE,277.3,5/4/2022,39:23.4
20220506_182134_02_248f,100,TRUE,275.7,5/6/2022,21:34.0
20220506_182136_31_248f,100,TRUE,275.7,5/6/2022,21:36.3
20220506_182219_19_2484,100,TRUE,276.3,5/6/2022,22:19.2
20220506_182221_48_2484,100,TRUE,276.3,5/6/2022,22:21.5
20220509_174427_17_2451,74,TRUE,100.3,5/9/2022,44:27.2
20220510_174911_81_2453,92,TRUE,272.3,5/10/2022,49:11.8
20220510_174914_10_2453,100,TRUE,272.7,5/10/2022,49:14.1
20220511_174556_52_2447,100,TRUE,102.3,5/11/2022,45:56.5
20220511_174558_82_2447,100,TRUE,102.1,5/11/2022,45:58.8
20220512_174939_63_2420,100,TRUE,277.8,5/12/2022,49:39.6
20220512_174941_93_2420,100,TRUE,277.8,5/12/2022,49:41.9
20220512_174947_10_2465,100,TRUE,271.1,5/12/2022,49:47.1
20220512_184124_16_2407,100,TRUE,277.3,5/12/2022,41:24.2
20220514_175142_02_2427,100,TRUE,276.2,5/14/2022,51:42.0
20220514_175144_32_2427,97,TRUE,276.1,5/14/2022,51:44.3
20220515_182237_08_247c,66,TRUE,277.5,5/15/2022,22:37.1
20220516_174826_70_245c,100,TRUE,100.7,5/16/2022,48:26.7
20220516_174828_98_245c,100,TRUE,100.8,5/16/2022,48:29.0
20220516_183603_81_2402,100,TRUE,100.4,5/16/2022,36:03.8
20220517_174811_49_2453,100,TRUE,104.3,5/17/2022,48:11.5
20220517_174813_78_2453,100,TRUE,104.2,5/17/2022,48:13.8
20220519_174814_10_2465,100,TRUE,102.2,5/19/2022,48:14.1
20220519_181824_40_248b,100,TRUE,100.5,5/19/2022,18:24.4
20220519_181826_70_248b,100,TRUE,100.4,5/19/2022,18:26.7
20220520_181314_02_2231,100,TRUE,277,5/20/2022,13:14.0
20220520_181316_23_2231,78,TRUE,277,5/20/2022,13:16.2
20220520_183804_24_2403,99,TRUE,279,5/20/2022,38:04.2
20220521_181909_37_2473,100,TRUE,100.8,5/21/2022,19:09.4
20220521_181911_68_2473,100,TRUE,100.8,5/21/2022,19:11.7
20220521_184034_33_2402,100,TRUE,278.8,5/21/2022,40:34.3
20220521_184036_62_2402,100,TRUE,278.8,5/21/2022,40:36.6
20220522_182142_62_249d,100,TRUE,277.1,5/22/2022,21:42.6
20220522_182144_92_249d,100,TRUE,277,5/22/2022,21:44.9
20220523_174759_60_241f,100,TRUE,101.8,5/23/2022,47:59.6
20220523_174801_90_241f,100,TRUE,101.9,5/23/2022,48:01.9
20220523_182149_01_2477,100,TRUE,277.2,5/23/2022,21:49.0
20220523_182151_31_2477,100,TRUE,277.2,5/23/2022,21:51.3
20220524_181014_61_2231,100,TRUE,101.1,5/24/2022,10:14.6
20220524_181016_82_2231,100,TRUE,101.1,5/24/2022,10:16.8
20220524_182144_16_2446,100,TRUE,178.2,5/24/2022,21:44.2
20220524_182146_44_2446,100,TRUE,180.5,5/24/2022,21:46.4
20220526_180711_88_2276,99,TRUE,277.4,5/26/2022,07:11.9
20220526_180713_99_2276,79,TRUE,277.5,5/26/2022,07:14.0
20220526_180826_59_2233,100,TRUE,100.4,5/26/2022,08:26.6
20220526_182030_09_247a,89,TRUE,175.7,5/26/2022,20:30.1
20220527_182207_09_2486,99,TRUE,276.8,5/27/2022,22:07.1
20220527_182209_40_2486,98,TRUE,276.7,5/27/2022,22:09.4
20220528_174818_84_2430,98,TRUE,102.2,5/28/2022,48:18.8
20220528_174821_13_2430,96,TRUE,102.1,5/28/2022,48:21.1
20220529_174627_39_2429,100,TRUE,100.9,5/29/2022,46:27.4
20220529_174629_68_2429,100,TRUE,101.1,5/29/2022,46:29.7
20220530_181932_52_2438,100,TRUE,100.9,5/30/2022,19:32.5
20220530_182054_50_2495,100,TRUE,268.6,5/30/2022,20:54.5
20220530_182056_81_2495,100,TRUE,268.7,5/30/2022,20:56.8
20220601_181948_80_247e,100,TRUE,106,6/1/2022,19:48.8
20220601_181951_12_247e,100,TRUE,105.6,6/1/2022,19:51.1
20220601_182258_59_2485,100,TRUE,277.9,6/1/2022,22:58.6
20220601_182300_90_2485,100,TRUE,277.9,6/1/2022,23:00.9
20220603_174823_17_2423,100,TRUE,277.5,6/3/2022,48:23.2
20220603_174825_46_2423,99,TRUE,277.7,6/3/2022,48:25.5
20220603_174951_43_2458,100,TRUE,107.7,6/3/2022,49:51.4
20220603_174953_70_2458,100,TRUE,107.5,6/3/2022,49:53.7
20220603_182248_60_2475,100,TRUE,278,6/3/2022,22:48.6
20220605_174732_52_241e,100,TRUE,99.7,6/5/2022,47:32.5
20220605_174734_82_241e,100,TRUE,99.5,6/5/2022,47:34.8
20220606_182119_09_2438,100,TRUE,276.1,6/6/2022,21:19.1
20220606_182121_40_2438,100,TRUE,276.4,6/6/2022,21:21.4
20220606_182249_66_2495,100,TRUE,276.7,6/6/2022,22:49.7
20220607_183428_83_241c,100,TRUE,276.1,6/7/2022,34:28.8
20220607_183431_13_241c,100,TRUE,276.4,6/7/2022,34:31.1
20220608_174745_76_2428,100,TRUE,107.5,6/8/2022,47:45.8
20220608_175105_33_2465,100,TRUE,278.1,6/8/2022,51:05.3
20220608_175107_63_2465,100,TRUE,278.1,6/8/2022,51:07.6
20220608_175112_39_2235,100,TRUE,100.5,6/8/2022,51:12.4
20220608_175114_46_2235,100,TRUE,100.5,6/8/2022,51:14.5
20220609_182236_35_248e,100,TRUE,277.2,6/9/2022,22:36.4
20220609_182238_67_248e,100,TRUE,277.1,6/9/2022,22:38.7
20220611_174658_87_2455,100,TRUE,274.9,6/11/2022,46:58.9
20220611_174701_14_2455,100,TRUE,275,6/11/2022,47:01.1
20220613_174727_95_2453,100,TRUE,107.2,6/13/2022,47:28.0
20220613_174730_24_2453,100,TRUE,107.8,6/13/2022,47:30.2
20220614_174823_07_242d,100,TRUE,100.6,6/14/2022,48:23.1
20220614_174825_37_242d,100,TRUE,100.4,6/14/2022,48:25.4
20220614_183345_22_2414,100,TRUE,99.9,6/14/2022,33:45.2
20220614_183347_51_2414,100,TRUE,99.9,6/14/2022,33:47.5
20220615_174601_14_2420,100,TRUE,107.7,6/15/2022,46:01.1
20220615_174603_43_2420,100,TRUE,108,6/15/2022,46:03.4
20220616_175408_82_2212,100,TRUE,277.4,6/16/2022,54:08.8
20220616_175410_89_2212,100,TRUE,277.5,6/16/2022,54:10.9
